,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
26589,44264,15583076,Onwughara,593.0,Spain,Female,35.0,2,0.0,1,1,1,40652.33,0
26590,130300,15657439,Simmons,738.0,Germany,Male,19.0,4,124339.9,1,0,0,161217.18,0
26591,2507,15583073,Pagnotto,714.0,France,Female,46.0,1,0.0,1,1,1,186489.95,1
26592,39346,15593954,Bischof,591.0,France,Female,49.0,10,0.0,1,1,0,168816.22,1
26593,66294,15639368,Yobanna,732.0,France,Female,32.0,4,0.0,2,1,0,169935.46,0
26594,101811,15752815,Hsu,705.0,Germany,Male,35.0,8,124379.14,1,0,0,153059.14,0
26595,145203,15708693,Sherman,759.0,Germany,Female,32.0,2,134560.62,1,1,1,56583.88,0
26596,6572,15662751,Onio,543.0,Spain,Male,33.0,6,89838.71,1,1,0,85983.54,0
26597,24857,15691792,Y?,687.0,Germany,Male,37.0,9,139979.07,1,1,0,177028.0,1
26598,38040,15808760,Piazza,604.0,France,Male,33.0,8,0.0,2,1,1,61602.42,0
26599,13606,15715750,Okeke,687.0,Germany,Female,39.0,0,113063.83,2,1,0,53072.49,1
26600,84831,15695028,Onyekachi,648.0,France,Female,35.0,10,0.0,2,1,1,107866.01,0
26601,57740,15792660,Gibbons,562.0,France,Female,46.0,5,139562.05,1,0,0,46864.0,1
26602,92246,15671917,Wade,666.0,France,Male,48.0,5,123873.19,1,1,1,177844.06,0
26603,130351,15765402,Nnanna,592.0,France,Male,35.0,4,0.0,2,1,1,102640.52,0
26604,45888,15751549,Iadanza,492.0,France,Male,41.0,7,175575.95,1,1,1,58841.59,0
26605,26125,15674929,Chukwujamuike,552.0,France,Male,41.0,3,0.0,2,1,0,690.84,0
26606,113584,15603378,Bellucci,751.0,France,Male,51.0,9,0.0,2,0,0,77206.25,1
26607,95796,15771415,Okechukwu,719.0,France,Female,41.0,0,141462.13,1,1,0,53353.37,0
26608,90259,15732438,Brown,593.0,France,Male,33.0,4,0.0,2,1,1,86410.53,0
26609,17107,15591698,Cremonesi,633.0,France,Male,28.0,10,0.0,2,1,1,171519.06,0
26610,47021,15753895,Okeke,577.0,France,Female,39.0,9,0.0,1,1,1,108891.2,0
26611,25828,15649430,Milne,777.0,France,Male,27.0,8,0.0,2,1,0,126477.41,0
26612,99835,15646521,Bovee,718.0,France,Male,38.0,2,0.0,2,0,0,180962.32,0
26613,41855,15793196,Beneventi,724.0,France,Female,41.0,9,0.0,2,1,0,190294.12,0
26614,53978,15711742,Mason,708.0,France,Male,34.0,4,0.0,1,1,1,62868.33,0
26615,58124,15602312,Walkom,605.0,Spain,Male,33.0,5,150092.8,1,1,0,71862.79,0
26616,153672,15684461,Hsiung,661.0,France,Female,33.0,9,0.0,2,1,0,136869.59,0
26617,33937,15806967,Simmons,778.0,France,Female,65.0,7,76968.12,1,1,1,77867.23,0
26618,157148,15655794,Hanna,620.0,France,Male,36.0,2,0.0,1,0,1,145937.99,0
26619,34453,15765266,Chibueze,834.0,France,Male,34.0,1,86810.33,1,1,0,88810.95,0
26620,28408,15720774,T'ien,706.0,France,Male,31.0,3,0.0,2,1,1,79633.38,0
26621,65433,15691387,Galkina,685.0,Germany,Female,35.0,1,136498.59,1,0,1,93882.77,0
26622,54119,15654891,McGregor,710.0,Germany,Male,58.0,8,152899.24,1,0,1,162960.05,1
26623,108916,15682322,Obialo,596.0,Spain,Female,59.0,6,0.0,2,1,1,64516.8,0
26624,116662,15729557,Kao,554.0,Spain,Female,34.0,7,0.0,2,0,0,75884.65,0
26625,40192,15640846,Chibueze,546.0,Germany,Female,58.0,3,127211.45,4,1,1,137985.69,1
26626,129726,15579174,Nnachetam,667.0,France,Female,40.0,9,0.0,1,1,1,79377.75,0
26627,31344,15759941,Ch'eng,644.0,Germany,Male,40.0,7,104584.58,1,1,0,71259.15,1
26628,133295,15576723,Ch'ien,671.0,Spain,Female,37.0,9,0.0,1,1,1,194270.91,0
26629,197,15575391,Dyer,624.0,Germany,Male,29.0,4,107839.9,2,1,1,75578.67,0
26630,80688,15696852,Scott,671.0,France,Male,36.0,1,106683.67,1,1,0,166799.79,0
26631,30965,15736287,Hsiung,529.0,France,Male,34.0,0,0.0,2,0,0,140949.31,0
26632,153500,15738662,Nebechi,577.0,France,Female,41.0,2,0.0,2,0,0,168521.72,0
26633,143802,15662232,Wilson,645.0,France,Male,32.0,3,149941.57,1,1,1,181208.86,0
26634,8967,15761047,Nkemakolam,705.0,Germany,Male,40.0,5,140418.81,2,1,0,19720.08,0
26635,145910,15583849,Lucchesi,586.0,France,Male,24.0,7,127120.07,1,0,0,175843.66,0
26636,161405,15635116,Burgos,694.0,Spain,Female,36.0,2,0.0,1,1,1,177480.45,0
26637,107058,15771299,Hsueh,769.0,France,Male,39.0,4,0.0,2,1,1,171706.66,0
26638,156630,15687363,McMillan,770.0,France,Male,31.0,3,155047.56,1,1,0,186064.34,1
26639,59582,15581757,McIntosh,732.0,Germany,Male,48.0,2,121270.92,1,1,0,66526.27,1
26640,42100,15672939,Lai,797.0,France,Male,34.0,9,79562.95,1,1,1,182495.7,0
26641,65078,15698031,Yocum,705.0,Spain,Male,31.0,3,0.0,2,1,1,86043.27,0
26642,26996,15682473,Mays,699.0,Germany,Female,34.0,2,115251.64,1,1,1,71692.8,0
26643,77785,15807595,Ijendu,713.0,France,Male,20.0,3,0.0,2,1,1,47911.03,0
26644,123417,15768095,Scott,705.0,Spain,Male,38.0,8,0.0,2,1,0,83473.82,0
26645,47686,15774104,Chukwudi,539.0,Spain,Male,39.0,6,0.0,2,0,1,107499.39,0
26646,106735,15711991,Chiawuotu,615.0,France,Male,30.0,1,0.0,2,0,0,3183.15,0
26647,15916,15605827,Pugh,582.0,France,Male,25.0,4,0.0,2,0,0,83611.45,0
26648,160884,15791032,P'eng,559.0,France,Male,34.0,8,0.0,2,1,0,167087.89,0
26649,64297,15670103,Cremonesi,715.0,France,Male,39.0,3,0.0,2,1,0,151359.01,0
26650,66556,15641490,Aitken,733.0,Germany,Female,31.0,5,128352.11,2,1,0,46981.58,0
26651,137421,15782993,Hsia,637.0,Germany,Male,34.0,2,114430.18,2,1,1,145560.38,0
26652,16389,15782468,Hart,850.0,France,Male,31.0,3,109799.55,1,1,0,177558.26,0
26653,1458,15586629,Campbell,637.0,France,Male,33.0,6,0.0,2,1,0,139947.17,0
26654,23334,15601796,Chizuoke,643.0,France,Male,37.0,1,125739.26,1,1,1,193441.23,0
26655,74907,15707596,Chung,546.0,Germany,Female,74.0,8,114888.74,2,1,1,74260.16,1
26656,10416,15792381,Chiemenam,658.0,Spain,Female,41.0,2,111524.66,1,0,0,51354.87,0
26657,126018,15790630,Olisaemeka,619.0,France,Female,48.0,4,175754.87,1,1,0,18094.96,1
26658,6414,15583550,Mazzanti,593.0,Germany,Female,36.0,6,119315.75,1,1,0,79577.38,1
26659,89682,15676520,Pisani,564.0,Spain,Female,37.0,3,0.0,2,1,1,177618.02,0
26660,123459,15788025,Mazzi,679.0,France,Male,38.0,1,0.0,2,0,0,53817.21,0
26661,90764,15747542,Perez,674.0,France,Male,52.0,3,0.0,1,1,1,173948.4,0
26662,51276,15672945,Manna,576.0,Germany,Male,21.0,6,115142.9,1,1,0,181208.47,0
26663,123411,15782642,Iheanacho,616.0,France,Male,41.0,5,125847.79,2,0,0,99595.67,0
26664,32017,15771750,Sawtell,666.0,Germany,Female,36.0,10,122314.5,1,0,0,9181.66,0
26665,33880,15801630,Yen,712.0,France,Male,40.0,3,0.0,1,1,0,173844.89,0
26666,58352,15749381,Johnstone,712.0,France,Male,33.0,2,122528.18,1,0,1,65632.33,0
26667,1008,15775104,Uspenskaya,586.0,France,Female,47.0,8,0.0,2,1,0,73066.72,0
26668,62662,15640491,Ritchie,727.0,France,Male,33.0,4,0.0,2,1,1,28266.9,0
26669,140800,15673619,McMillan,528.0,Germany,Male,46.0,9,99816.46,2,0,1,161653.5,1
26670,116575,15716155,Brown,793.0,France,Male,36.0,8,123938.6,2,1,0,168002.31,1
26671,97736,15576615,T'ien,707.0,France,Female,38.0,1,0.0,2,1,1,89920.07,0
26672,116542,15585888,De Luca,568.0,Germany,Female,39.0,2,132876.88,3,1,1,182784.11,1
26673,30093,15697959,Martin,838.0,Spain,Male,38.0,2,0.0,2,1,0,148848.56,0
26674,86367,15717700,Tu,722.0,France,Male,39.0,5,77652.4,1,1,1,25407.59,0
26675,48168,15684440,Monaldo,575.0,Germany,Male,32.0,2,98986.28,1,1,1,55867.38,0
26676,6992,15797767,Iadanza,673.0,Spain,Male,38.0,8,0.0,2,1,1,83700.66,0
26677,114579,15588535,Hs?,637.0,France,Male,36.0,5,76656.4,1,1,0,121312.39,0
26678,75328,15802360,Fiorentini,554.0,Spain,Female,39.0,7,0.0,2,0,0,112928.51,0
26679,83485,15718242,Gregory,605.0,France,Female,41.0,1,100912.19,1,1,0,178446.31,0
26680,66422,15733018,Watson,728.0,France,Male,38.0,4,82613.56,2,1,0,149170.92,0
26681,64688,15802466,Hayes,733.0,France,Male,31.0,3,0.0,2,1,1,115441.66,0
26682,158261,15795964,Ch'eng,661.0,France,Female,36.0,1,0.0,1,1,0,28789.9,1
26683,154275,15658716,Cribb,640.0,Spain,Male,28.0,4,0.0,2,1,1,83700.66,0
26684,144473,15736044,Chukwueloka,829.0,France,Female,32.0,3,0.0,2,0,0,91624.34,0
26685,64303,15612670,Burgoyne,593.0,Spain,Male,44.0,2,121250.04,1,0,1,79691.4,0
26686,89131,15791769,Zetticci,671.0,Spain,Male,31.0,0,116234.61,1,0,0,172096.08,0
26687,77875,15638806,Blackburn,638.0,Spain,Male,40.0,2,0.0,2,0,0,10023.15,1
26688,33260,15681476,Zikoranachidimma,668.0,France,Male,32.0,9,0.0,2,0,1,87771.06,0
26689,156452,15736327,Onyemachukwu,572.0,France,Male,39.0,9,0.0,2,1,0,176728.28,0
26690,94841,15757577,Y?,632.0,France,Female,47.0,3,0.0,1,1,0,13608.18,1
26691,148799,15815660,Genovesi,559.0,Spain,Male,37.0,2,165272.13,1,1,1,60728.89,0
26692,141486,15570414,Chizoba,618.0,Spain,Male,41.0,1,115409.6,1,0,1,136435.75,1
26693,61651,15578835,Tsou,654.0,France,Female,31.0,2,0.0,1,1,0,51454.06,1
26694,98261,15643378,Ch'eng,678.0,Germany,Female,41.0,9,142669.93,2,1,1,132959.34,0
26695,91628,15583456,Capon,757.0,France,Male,55.0,8,119794.67,1,1,0,93739.71,1
26696,52543,15786078,Iloerika,722.0,France,Male,54.0,4,0.0,1,1,0,142331.85,1
26697,130818,15582335,Brown,656.0,France,Female,27.0,9,139834.93,1,1,1,152733.89,0
26698,37621,15803748,Chigolum,730.0,Spain,Male,53.0,6,121056.63,1,1,1,101089.76,0
26699,35626,15712807,Trevisani,681.0,Spain,Female,35.0,4,0.0,2,1,0,76016.49,0
26700,28926,15581277,Tseng,675.0,Spain,Male,30.0,3,117864.21,1,1,0,193008.31,0
26701,81360,15734177,Donahue,645.0,Spain,Male,26.0,4,0.0,2,1,1,152992.04,0
26702,72403,15572798,Chukwujekwu,597.0,Germany,Male,37.0,6,137852.71,2,1,1,131768.73,0
26703,134350,15595036,Chidubem,561.0,France,Female,34.0,1,93590.56,2,1,1,75632.45,0
26704,33627,15608726,Cremonesi,667.0,France,Female,40.0,9,0.0,2,1,1,76637.38,0
26705,35506,15692028,Oguejiofor,666.0,France,Male,44.0,6,89118.92,1,0,1,177094.39,0
26706,120930,15652084,Chinomso,684.0,France,Male,42.0,4,105767.28,2,1,0,175082.2,0
26707,8467,15640846,Chibueze,546.0,Germany,Female,58.0,3,106458.31,2,1,1,128881.87,0
26708,85763,15772428,Fanucci,632.0,France,Female,47.0,3,139930.18,2,1,1,121175.86,0
26709,126091,15694859,Maclean,791.0,Germany,Female,38.0,2,163789.49,1,1,0,75832.53,1
26710,25833,15641490,L?,745.0,Germany,Male,36.0,4,127545.26,2,1,1,16897.19,0
26711,59933,15804822,McVey,781.0,France,Female,37.0,0,57098.96,1,1,0,85644.06,1
26712,143320,15580935,Okechukwu,684.0,France,Female,57.0,3,0.0,1,1,1,121747.96,0
26713,131413,15779743,Hsiung,706.0,France,Male,31.0,5,0.0,2,1,1,102999.15,0
26714,35662,15597309,Howell,718.0,Spain,Male,36.0,7,0.0,1,0,0,80134.65,0
26715,12008,15762418,Milanesi,592.0,France,Male,33.0,4,0.0,2,1,1,140941.47,0
26716,47660,15790067,Hsieh,573.0,France,Female,33.0,2,131647.01,1,1,0,162858.28,0
26717,131039,15728006,Hsia,649.0,Spain,Male,40.0,8,0.0,2,1,1,132518.28,0
26718,50,15776824,Aksenov,742.0,France,Female,29.0,8,92219.41,1,1,1,132468.76,0
26719,55023,15571873,Nkemjika,576.0,France,Male,43.0,8,104498.79,1,1,0,78650.48,1
26720,83598,15634375,Ives,512.0,France,Female,34.0,2,132403.51,1,1,0,146033.62,0
26721,151909,15585835,White,682.0,France,Female,21.0,2,0.0,2,1,1,172495.83,0
26722,125108,15725039,McIntyre,850.0,Spain,Male,33.0,8,71667.74,1,1,0,126082.18,0
26723,13097,15701412,T'ien,645.0,Spain,Male,32.0,4,0.0,2,0,1,88566.9,0
26724,99909,15667984,Maclean,507.0,Spain,Male,24.0,2,0.0,1,1,0,121451.58,0
26725,9163,15599272,Akobundu,609.0,Germany,Male,54.0,8,138032.51,1,1,0,142331.99,1
26726,162944,15629117,Ponomaryova,679.0,France,Female,38.0,3,0.0,2,1,0,132467.54,0
26727,160046,15652700,Ritchie,651.0,France,Male,19.0,7,0.0,2,1,1,86767.48,0
26728,116723,15658052,Chia,778.0,Germany,Male,28.0,3,137841.55,2,0,0,126731.57,0
26729,150866,15641490,Lucchese,707.0,Spain,Male,42.0,8,113711.45,1,1,1,159676.64,0
26730,96947,15788442,Chukwukadibia,672.0,Spain,Female,57.0,4,173306.13,1,1,1,131964.66,0
26731,2109,15658360,Teng,719.0,France,Male,35.0,5,0.0,2,0,0,149593.61,0
26732,102184,15634974,Seppelt,691.0,France,Male,42.0,8,161651.37,1,1,1,131753.97,0
26733,26370,15774872,Onwumelu,735.0,France,Female,41.0,2,0.0,1,0,1,150835.71,0
26734,154703,15789865,Kazakova,683.0,France,Male,47.0,4,0.0,2,0,1,171716.81,1
26735,159708,15762455,Ting,705.0,Spain,Male,21.0,6,0.0,2,1,0,147521.35,0
26736,88984,15682322,Aksenov,651.0,France,Male,37.0,6,0.0,2,1,0,151280.96,0
26737,102057,15616555,Manna,602.0,Spain,Male,29.0,7,0.0,1,0,1,27231.54,0
26738,124363,15722813,Nwankwo,470.0,Spain,Male,30.0,4,125385.01,2,1,0,68293.93,0
26739,85350,15756870,McGregor,596.0,Germany,Male,46.0,2,142797.9,2,0,1,149575.59,1
26740,60560,15682618,Nwokeocha,572.0,France,Male,39.0,6,0.0,2,1,0,187800.61,0
26741,52737,15599440,Teng,704.0,France,Male,27.0,3,0.0,2,1,1,111558.7,0
26742,112460,15605737,Nwabugwu,683.0,Spain,Male,27.0,7,124620.01,1,1,1,71638.0,0
26743,110272,15702541,Fenton,718.0,France,Male,32.0,10,0.0,1,1,0,172729.43,0
26744,68897,15612966,Milne,543.0,Germany,Female,70.0,1,137811.75,1,0,0,67979.35,1
26745,86395,15581282,Biryukov,681.0,Spain,Female,40.0,7,198338.77,2,1,1,14278.18,1
26746,31328,15798824,Okwudilichukwu,544.0,Germany,Male,46.0,4,111642.08,2,0,1,95500.98,0
26747,141,15705620,Burt,727.0,France,Male,26.0,8,0.0,2,1,1,193008.52,0
26748,154817,15677052,Tuan,687.0,France,Male,29.0,9,0.0,2,1,1,82868.34,0
26749,74875,15781127,Ch'in,587.0,Germany,Female,40.0,10,109044.4,2,0,0,131668.32,0
26750,149973,15661528,Huang,521.0,France,Male,22.0,5,0.0,2,1,1,99828.45,0
26751,30615,15572762,Hsiao,678.0,Spain,Male,33.0,2,0.0,2,0,0,88890.05,0
26752,120096,15694765,Sabbatini,710.0,Germany,Male,43.0,6,113882.31,1,1,0,195813.81,0
26753,161088,15706268,White,603.0,France,Male,32.0,7,0.0,2,1,1,172576.71,0
26754,62605,15742886,Ford,624.0,France,Male,34.0,7,120923.52,2,1,0,117060.2,0
26755,25586,15778861,T'ang,644.0,France,Male,37.0,2,0.0,2,1,1,117832.88,0
26756,99455,15650591,Calabresi,749.0,Germany,Female,32.0,7,79523.13,1,0,1,102758.43,0
26757,106207,15775809,Nkemakonam,692.0,Germany,Male,37.0,8,122290.29,2,1,0,172576.22,0
26758,132518,15664808,Baresi,710.0,France,Male,35.0,1,0.0,2,1,0,112649.22,0
26759,56131,15725767,Milani,554.0,France,Male,48.0,8,0.0,3,0,0,88659.44,1
26760,132250,15736371,Ts'ai,776.0,France,Male,32.0,7,0.0,2,0,1,125435.47,0
26761,64061,15750929,Farrar,600.0,France,Male,37.0,7,0.0,2,1,1,106781.59,0
26762,17956,15642291,Gannon,462.0,Spain,Male,34.0,2,0.0,2,1,1,71823.0,0
26763,62086,15612525,Preston,654.0,France,Female,30.0,9,0.0,2,0,0,131372.38,0
26764,125707,15796231,Hao,583.0,Germany,Female,35.0,7,142663.46,1,1,1,164916.11,0
26765,164366,15757628,Smith,593.0,France,Female,37.0,2,121669.23,1,1,1,91346.03,0
26766,108625,15648030,Gannon,696.0,Spain,Male,25.0,2,153325.1,2,1,1,199953.33,0
26767,78342,15737506,Trevisani,623.0,France,Male,28.0,2,74430.1,1,1,0,103930.56,0
26768,49412,15636428,T'ien,757.0,France,Female,42.0,3,0.0,2,1,1,189016.14,0
26769,149355,15736601,Tai,573.0,Spain,Female,24.0,4,144428.87,1,1,1,134132.65,0
26770,129030,15641733,Nwankwo,683.0,France,Male,29.0,1,0.0,2,0,0,80552.11,0
26771,14645,15762238,Tung,691.0,France,Male,40.0,5,0.0,1,0,0,162878.96,0
26772,19968,15654296,Estrada,752.0,Spain,Female,36.0,6,0.0,1,1,0,189641.11,0
26773,24373,15642833,Akubundu,608.0,France,Female,34.0,8,0.0,2,0,0,128875.86,0
26774,152399,15783025,Remington,809.0,Spain,Female,29.0,9,133686.52,1,1,0,95963.14,0
26775,14,15643294,Chukwuemeka,703.0,France,Female,33.0,7,190566.65,1,1,1,79997.14,0
26776,80325,15751131,Nucci,634.0,France,Female,37.0,1,0.0,2,1,1,180800.66,0
26777,91718,15802478,Trevisani,597.0,Spain,Male,37.0,9,0.0,2,1,0,59645.41,0
26778,96178,15792649,Smith,790.0,Spain,Male,41.0,6,121355.99,1,1,0,83084.33,0
26779,136257,15647890,Mazzanti,605.0,France,Male,45.0,2,0.0,1,1,0,62615.35,1
26780,13967,15566543,Wallace,632.0,Spain,Male,29.0,9,0.0,2,1,0,107124.17,0
26781,146753,15766887,Ugochukwu,667.0,France,Male,37.0,6,111093.05,1,1,1,177784.73,0
26782,43301,15637646,Kao,607.0,France,Male,35.0,3,0.0,2,1,1,55879.06,0
26783,116067,15628272,Martin,782.0,Germany,Male,34.0,8,149995.72,1,1,1,42143.61,0
26784,52379,15728605,Dennys,615.0,France,Female,44.0,3,0.0,2,1,1,1568.54,0
26785,79669,15586969,Onyemauchechukwu,667.0,France,Male,39.0,2,0.0,2,0,0,137964.33,0
26786,46575,15757867,Bray,570.0,France,Female,30.0,6,107784.65,1,1,1,141137.53,0
26787,104467,15642933,Black,708.0,France,Male,38.0,3,0.0,2,1,0,131389.39,0
26788,17701,15792250,Genovesi,694.0,Germany,Male,18.0,8,113447.04,2,1,0,74835.94,0
26789,100325,15579714,Pan,542.0,France,Female,29.0,9,0.0,2,0,1,196651.72,0
26790,41501,15771580,Li Fonti,567.0,France,Male,39.0,3,0.0,2,1,0,9983.88,0
26791,43091,15577064,Onyekaozulu,695.0,Germany,Male,56.0,2,104702.65,2,1,1,107948.72,0
26792,33688,15723216,Fanucci,574.0,Germany,Female,43.0,9,129974.79,1,1,1,171681.86,1
26793,19487,15697035,Hsueh,637.0,France,Male,39.0,7,143054.74,1,1,0,121311.12,0
26794,21668,15760455,Fanucci,689.0,Spain,Male,28.0,4,0.0,2,1,1,52449.62,0
26795,746,15700650,Ts'ui,697.0,France,Male,33.0,9,0.0,2,1,1,57323.0,0
26796,65560,15677522,Liao,659.0,France,Female,36.0,5,0.0,2,1,0,48962.59,0
26797,63881,15794122,Otutodilinna,713.0,France,Female,59.0,3,0.0,2,0,1,62700.08,0
26798,120150,15789432,Mazzanti,451.0,France,Male,33.0,6,0.0,2,0,0,184954.11,0
26799,133229,15663917,Pisani,547.0,Spain,Male,38.0,2,0.0,2,1,1,163691.48,0
26800,106626,15629002,Ch'en,718.0,France,Female,43.0,9,111093.08,1,1,0,158742.12,1
26801,118735,15781298,D'Albertis,648.0,Spain,Female,42.0,0,0.0,2,1,0,166982.08,0
26802,145109,15781598,Kao,728.0,France,Male,28.0,9,0.0,2,1,0,54865.84,0
26803,77,15660688,King,701.0,Spain,Female,35.0,2,0.0,2,0,0,170996.86,0
26804,46642,15727197,Pinto,657.0,France,Male,32.0,4,0.0,2,0,1,147995.96,0
26805,44648,15593772,Hsu,645.0,Germany,Male,37.0,10,119547.51,1,1,0,116471.43,0
26806,30007,15757633,Teng,599.0,France,Male,27.0,4,0.0,1,1,0,172618.34,0
26807,14679,15782456,Reilly,811.0,France,Male,38.0,9,0.0,2,1,0,140173.17,0
26808,22140,15596713,Christie,786.0,France,Male,37.0,7,165896.22,1,1,1,66977.68,0
26809,145360,15794549,Walker,498.0,Spain,Female,35.0,9,0.0,2,1,0,121210.09,0
26810,30044,15702599,Ts'ui,663.0,Spain,Male,33.0,5,0.0,2,1,1,71414.19,0
26811,3377,15645316,Maclean,622.0,Germany,Male,41.0,2,127843.48,2,0,0,180829.98,0
26812,948,15737408,Nnonso,679.0,France,Male,34.0,10,0.0,2,1,1,179963.25,0
26813,143870,15690153,Sun,639.0,France,Male,47.0,4,116121.84,2,1,0,181850.74,1
26814,156783,15807312,Hsia,756.0,Germany,Male,44.0,6,112372.96,1,0,1,12920.43,0
26815,5906,15594898,Pisano,605.0,France,Female,51.0,3,136188.78,1,1,1,67110.59,0
26816,61029,15593973,Onyemauchechukwu,674.0,France,Male,33.0,6,0.0,2,1,1,161668.15,0
26817,127677,15625916,Chien,653.0,France,Male,32.0,1,0.0,1,1,0,29818.2,0
26818,56440,15586557,Milani,661.0,France,Male,41.0,5,0.0,1,1,0,88279.6,1
26819,158172,15726487,Rizzo,731.0,France,Female,47.0,3,115414.19,2,1,0,15216.53,1
26820,109966,15769389,Wan,686.0,Germany,Female,39.0,8,124723.92,1,1,0,73641.86,1
26821,50011,15757541,Mazzanti,685.0,Spain,Male,34.0,3,147910.07,1,1,1,81409.0,0
26822,1579,15732941,Yudina,596.0,Spain,Male,34.0,8,0.0,2,1,1,88971.72,0
26823,124904,15651093,McMasters,673.0,Germany,Male,46.0,0,127655.22,1,1,1,139994.68,1
26824,63311,15583837,Chukwudi,717.0,France,Male,51.0,1,122688.39,1,1,1,94722.15,0
26825,76093,15636860,Milne,634.0,Germany,Female,57.0,1,148874.01,3,0,1,84270.09,1
26826,15453,15674673,Lu,662.0,Spain,Female,37.0,9,133984.88,1,1,0,115137.3,0
26827,23655,15657396,Fanucci,652.0,France,Male,40.0,4,101633.03,1,0,1,121840.2,0
26828,2529,15627665,Frolov,662.0,Spain,Female,35.0,7,108883.8,1,1,1,181489.77,0
26829,81158,15782530,H?,685.0,France,Male,35.0,1,0.0,2,1,1,177784.06,0
26830,107325,15643487,Graham,756.0,Spain,Male,27.0,1,0.0,2,1,0,96832.82,0
26831,164413,15579891,Ku,641.0,France,Female,41.0,8,0.0,2,1,0,146851.07,0
26832,74197,15662501,Wright,596.0,Spain,Male,30.0,9,0.0,2,1,1,157891.86,0
26833,44540,15791769,Gardener,691.0,France,Female,29.0,9,116536.43,1,0,0,51987.99,1
26834,119488,15642515,Hargreaves,545.0,France,Female,46.0,2,0.0,2,1,1,167984.78,0
26835,107074,15810800,Chinwemma,682.0,Spain,Male,41.0,8,121598.18,1,1,0,156948.41,0
26836,76293,15746422,Muir,715.0,Spain,Female,37.0,1,0.0,2,1,1,45015.38,0
26837,23779,15738884,Ts'ui,588.0,France,Male,37.0,2,122486.11,1,1,1,120107.1,0
26838,93453,15588854,Nwachinemelu,619.0,Spain,Male,37.0,9,0.0,2,1,1,77951.84,0
26839,152542,15669281,Ch'iu,711.0,Spain,Male,38.0,3,128718.78,2,0,0,114793.45,0
26840,24650,15604073,O'Brien,693.0,France,Female,59.0,9,0.0,1,1,0,8984.4,1
26841,8507,15787168,Y?,527.0,Spain,Female,28.0,8,168253.21,2,1,0,102799.14,0
26842,86643,15585835,Castro,700.0,France,Female,40.0,10,176914.8,4,0,0,12799.23,1
26843,37673,15761149,Milani,639.0,France,Male,41.0,8,0.0,2,0,0,132363.21,0
26844,68401,15621063,Teng,495.0,France,Female,35.0,5,112803.92,1,1,1,65316.5,0
26845,84925,15702377,Milano,686.0,France,Male,45.0,9,122311.5,1,1,0,1055.66,0
26846,51760,15796071,Bruno,776.0,France,Male,36.0,2,0.0,2,1,0,94274.72,0
26847,21254,15798084,Murray,663.0,France,Male,26.0,0,0.0,2,1,0,105784.85,0
26848,115393,15648067,Echezonachukwu,752.0,Spain,Male,32.0,5,0.0,2,1,1,74878.34,0
26849,95420,15740264,Yobachi,640.0,France,Male,37.0,9,0.0,1,0,0,80698.54,0
26850,152550,15783882,Piazza,723.0,Spain,Male,38.0,3,94661.53,1,1,0,121239.65,0
26851,145174,15628298,Chukwufumnanya,834.0,Germany,Female,51.0,1,155903.82,1,1,1,95719.66,0
26852,81809,15789313,Ugorji,595.0,Germany,Female,28.0,4,96553.52,2,0,0,143952.24,0
26853,118298,15751177,K'ung,535.0,France,Female,31.0,6,0.0,2,1,0,142763.39,0
26854,129097,15771086,Martin,611.0,France,Male,29.0,9,0.0,2,1,1,176913.87,0
26855,139040,15678058,Ts'ui,656.0,Spain,Male,35.0,3,0.0,2,1,0,26257.01,0
26856,60427,15592751,Wang,633.0,France,Male,38.0,8,0.0,2,1,0,151335.24,0
26857,24028,15628272,Hsia,609.0,France,Male,36.0,2,0.0,2,1,1,37697.29,0
26858,132089,15594133,Erskine,697.0,Spain,Male,62.0,7,0.0,2,1,1,129188.18,0
26859,24825,15734565,Tseng,678.0,France,Female,33.0,5,0.0,2,1,0,161559.02,0
26860,832,15686936,Mazzanti,689.0,France,Female,35.0,6,0.0,2,1,1,151317.27,0
26861,108531,15676521,Pinto,762.0,Germany,Female,34.0,5,111367.04,1,1,0,73585.8,0
26862,148603,15597914,Lu,667.0,France,Male,32.0,3,0.0,1,1,1,156973.9,0
26863,132475,15652084,Boni,515.0,Germany,Male,29.0,0,109542.29,1,1,1,166370.81,0
26864,147833,15596397,Kelly,814.0,France,Female,34.0,0,0.0,1,1,1,132870.15,0
26865,102326,15667458,L?,764.0,Germany,Male,28.0,10,124023.18,1,1,0,166188.28,1
26866,10302,15660768,T'ien,716.0,France,Male,34.0,10,0.0,2,1,1,177065.24,0
26867,54057,15625586,Nnanna,755.0,Spain,Male,45.0,9,0.0,2,1,0,126551.65,0
26868,59957,15591724,Johnstone,651.0,Germany,Male,32.0,4,139875.2,1,0,1,31840.59,0
26869,99793,15802757,O'Sullivan,569.0,France,Female,31.0,3,0.0,1,0,0,161233.65,1
26870,161619,15672798,Yobanna,543.0,Spain,Male,46.0,3,0.0,1,0,0,103557.85,0
26871,76596,15698510,Milano,575.0,France,Male,48.0,8,0.0,1,0,0,11950.51,1
26872,2452,15683841,Hamilton,555.0,Germany,Male,41.0,2,113270.2,2,1,1,185366.56,0
26873,77116,15714658,Yates,693.0,France,Female,40.0,4,0.0,2,1,1,73371.65,0
